Quote,Speaker,Year
"Why should the public believe her spin about improving the lives of tenants when the Government has taken half a billion dollars out of Housing New Zealand, leaving 2,000 houses vacant while Kiwi families are living in campgrounds, and has cut the number of State houses by a thousand, in net, since it came\'97",Phil Twyford,2015
Order! The question is quite long enough.,Mr SPEAKER,2015
"Well, we are housing more people in better-quality homes, and that is why the wait list is going down. We have spent $600,000 to date on housing support products that help people into the private market. Just this year alone we have seen actually the amount that we are spending on the income-related rent go up by $75 million, and that is making an absolute difference for those people. I know that the member would like it all to stay the same, and he thinks that the status quo is good enough. But it is actually not good enough for the people who need our help. [Interruption]",Hon PAULA BENNETT,2015
"Order! [Interruption] Order! Phil Twyford will stand, withdraw, and apologise for that remark.",Mr SPEAKER,2015
I rise to pass a few comments and a few thanks at the end of my 7 years as a member of this Parliament and 9 years as co-leader of the Green Party. I want to start with a little story from Queensland. Some of you may know that I was born in Brisbane...,Dr RUSSEL NORMAN,2015
"The second institution that I think really matters is the media, the fourth estate. This is not a complaint about a status quo bias to the media. Sure, the media does have a status quo bias. Media institutions are large financial institutions, existing in the status quo, and no one should be surprised that they do tend to have a bias towards the status quo. That is not my gripe. My gripe is the resources available to journalists. Journalists used to have to produce one or two stories a week in some cases. Now they have to produce four a day. It is very difficult for journalists to do their role in our society, to hold the Government and powerful institutions to account, when journalists do not have the resources to do their job. I think this is a problem for all of us, and I think it is a problem for our democracy.",Dr Russel Norman,2015
"One of the great things about my job is that I went on this dirty rivers tour. You know, I went and paddled in lots of dirty rivers\'97dozens of them; not hard to find\'97and there are communities all around the country that are trying to protect their rivers. There are courageous people in rural communities who are speaking out about the impact of dairy intensification on their rivers and their communities and we need to listen to the voices of those people. I do not think that leadership is going to come from Government and I do not think it is going to come from the industry, because there has been plenty of time to fix this problem and it is not getting any better\'97it is getting radically worse. It is going to rely, I think, on the NGO sector and the community sector to speak out in order to save our rivers and to protect the natural...",Dr Russel Norman,2015
"In conclusion, I would just like to say that my view is that humanity faces some really big challenges in the decades ahead, particularly around sustainability and climate change, and around inequality and poverty, but also around democracy. I think that democracy faces some big challenges globally, actually. But we also have huge opportunities. So, although I say that the world is finite\'97that is true\'97but human creativity is infinite. Human generosity is infinite. Human courage is infinite. So we have access to some fantastic resources. As well as facing these big challenges and problems we have inherited from the past, we have also inherited lots of great things from the past as well, and we have the opportunity to really create a world of abundance for everyone and for all of us living within the finite limits of the natural world. I think that it is an opportunity that we really should grasp with both our hands, because our children deserve nothing less. Finally, I would like to dedicate my time here to the people who stand up for a better world regardless of the cost. We are all entitled to be agitators, as Justice Murphy said, and we should exercise that entitlement frequently, and I intend to do so. Kia kaha.",Dr Russel Norman,2015
"E te Whare P\uc0\u257 remata e t\u363  nei E \u333 na rangatira katoa Kia tahuri mai koutou taringa Members of the House of Representatives: Her Excellency the Governor-General not thinking fit to be present here in person, has caused Letters Patent to be passed under the Seal of New Zealand appointing me and my fellow Commissioners to open this Parliament of New Zealand. This is more fully set out in the Letters Patent which I ask that the Clerk of the House now read.",CHIEF COMMISSIONER (Rt Hon Dame Helen Winkelmann),2020
"PATSY REDDY Elizabeth The Second, by the Grace of God Queen of New Zealand and Her Other Realms and Territories, Head of the Commonwealth, Defender of the Faith: TO ALL TO WHOM THESE PRESENTS SHALL COME, GREETING! Whereas, by a Proclamation made on the 6th day of November 2020, Our Governor- General of New Zealand, The Right Honourable Dame Patsy Reddy, GNZM, QSO, proclaimed that the Parliament of New Zealand should meet in the parliamentary precincts in the City of Wellington at 11.00 am, on the 25th day of November 2020: And Whereas Our said Governor-General does not think fit to be present at the opening of the said session: Now, know that We, trusting in the discretion, fidelity, and care of Our Right Trusty and Well-beloved Counsellor The Right Honourable Dame Helen Diana Winkelmann, Dame Grand Companion of The New Zealand Order of Merit and Our Trusty and Well-beloved The Honourable Sir William Gillow Gibbes Austen Young, Knight Companion of The New Zealand Order of Merit, and The Honourable Dame Susan Gwynfa Mary Glazebrook, Dame Companion of The New Zealand Order of Merit do by these presents give and grant unto them, or any two of them, full power in Our name to open the said Parliament in Our behalf, and to do all things necessary to be done in Our name, or in the name of Our Governor-General of New Zealand, in and about the opening of the said Parliament, commanding also all whom it concerns to meet in the said Parliament, and that the said The Right Honourable Dame Helen Diana Winkelmann The Honourable Sir William Gillow Gibbes Austen Young, and The Honourable Dame Susan Gwynfa Mary Glazebrook or any two of them diligently attend in the premises, at the opening of the said Parliament. In Testimony Whereof We have caused these Our Letters to be made Patent, and issued under the Seal of New Zealand, at Wellington on the 6th day of November in the Year of Our Lord Two Thousand and Twenty and in the 69th Year of Our Reign. Witness Our Trusty and Well-beloved The Right Honourable Dame Patsy Reddy, Chancellor and Dame Grand Companion of Our New Zealand Order of Merit, Principal Companion of Our Service Order, Governor-General and Commander-in- Chief in and over the Realm of New Zealand. Jacinda Ardern By Her Excellency's Command.",CLERK,2020
"PATSY REDDY, Governor-General A PROCLAMATION Whereas, by Proclamation published on 7 September 2020, the Parliament of New Zealand was summoned to meet on 24 December 2020: And whereas I have thought fit to summon it to meet on an earlier day: Now, therefore, pursuant to section 18 of the Constitution Act 1986, I, The Right Honourable Dame Patsy Reddy, Governor-General of New Zealand, summon the Parliament of New Zealand to meet in the parliamentary precincts in the City of Wellington, at 11.00 a.m. on 25 November 2020. Given under the hand of Her Excellency the Governor-General, and issued under the Seal of New Zealand, on 6 November 2020. JACINDA ARDERN, Prime Minister. GOD SAVE THE QUEEN! E ng\'e3 rangatira o te Whare e t\uc0\u363  nei: Members of the House of Representatives: We have it in command from Her Excellency the Governor-General to inform you that on 26 November 2020 at 10.30 a.m., Her Excellency the Governor-General will declare to you in person the cause of her summoning this Parliament to meet. But since it is necessary that a Speaker of the House of Representatives be first chosen, Her Excellency requests that you, members of Parliament, now proceed to choose one of your members to fill that high and important office, and that having chosen that person, you present that person at 1.45 p.m., today, 25 November 2020 at Government House at Wellington for Her Excellency's confirmation. E te Whare, koinei te kupu a Te K\u257 wana Turuturu whiti whakamaua kia tina! Tina! Haumi e, hui e! T\u257 iki e!",CHIEF COMMISSIONER (Rt Hon Dame Helen Winkelmann),2020
"Honourable members, I will now read the Commission authorising me to administer the oath or affirmation of allegiance required by law to be taken or made by members. In accordance with section 11 of the Constitution Act 1986, I, The Right Honourable Dame Patsy Reddy, Governor-General of New Zealand, authorise you, David Martin Wilson, Clerk of the House of Representatives to administer to members of Parliament the Oath or Affirmation of Allegiance to Her Majesty The Queen required to be taken or made by every such member before that member shall be permitted to sit or vote in the House of Representatives. JACINDA ARDERN, Prime Minister Authorised PATSY REDDY Governor-General 6 November 2020",CLERK,2020
"Honourable members, I've received from the Electoral Commission a writ endorsed with the names of those members elected to represent electoral districts, and a return listing the names of members elected from party lists. I lay these documents on the Table.",CLERK,2020
"I will now call members in alphabetical order, either singly or in pairs, to come to the left of the Table and take the oath or make the affirmation of allegiance. After taking the oath or making the affirmation, would members please take their parchment and go around the Hansard table to the right to the Deputy Clerk to sign your parchment with one of the pens provided. Please take your pen back to your seat with you.",CLERK,2020
"Ko ahau, ko Kiri Lyndsay Allan, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Kiri Lyndsay Allan, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",Hon KIRITAPU ALLAN,2020
"Ko ahau, ko Virginia Ruby Andersen, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Virginia Ruby Andersen, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",GINNY ANDERSEN,2020
"I, Jacinda Ardern, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",Rt Hon JACINDA ARDERN,2020
"I, Christopher John Baillie, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",CHRIS BAILLIE,2020
"I, Andrew Henry Bayly, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",ANDREW BAYLY,2020
"Ko ahau, ko Camilla Vera Feslier Belich, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke e ai ki te ture. [I, Camilla Vera Feslier Belich, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",CAMILLA BELICH,2020
"I, David Allister Bennett, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon DAVID BENNETT,2020
"Ko ahau, ko Glen Thomas Bennett, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Glen Thomas Bennett, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",GLEN BENNETT,2020
"I, Christopher Bishop, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",CHRIS BISHOP,2020
"Ko ahau, ko Rachel Elizabeth Boyack-Mayer, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Rachel Elizabeth Boyack-Mayer, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",RACHEL BOYACK,2020
"I, Simon Bridges, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon SIMON BRIDGES,2020
"I, Rachel Jane Brooking, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",RACHEL BROOKING,2020
"I, Simeon Peter Brown, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",SIMEON BROWN,2020
"I, Gerard Anthony Brownlee, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon GERRY BROWNLEE,2020
"I, Mark Stuart Cameron, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",MARK CAMERON,2020
"Ko ahau, ko Naisi Chen, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Naisi Chen, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.] \u25105 ,\u38472 \u32784 \u38198 ,\u23545 \u20840 \u33021 \u19978 \u24093 \u23459 \u35475 ,\u25105 \u23558 \u20381 \u27861 \u25928 \u24544 \u20234 \u20029 \u33678 \u30333 \u20108 \u19990 \u22899 \u29579 \u21450 \u20854 \u32487 \u25215 \u20154 \u21644  \u25509 \u29677 \u20154 ,\u24182 \u23545 \u20854 \u32477 \u23545 \u24544 \u35802 \u12290 ",NAISI CHEN,2020
"I, Karen Louise Chhour, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",KAREN CHHOUR,2020
"I, Angela Maree Clark, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",ANGIE WARREN-CLARK,2020
"I, David Scott Clark, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon Dr DAVID CLARK,2020
"Ko ahau, ko T\uc0\u257 mati Gerald Coffey, e k\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, T\u257 mati Gerald Coffey, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",TAMATI COFFEY,2020
"I, Judith Anne Collins, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon JUDITH COLLINS,2020
"I, Simon Thomas Court, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",SIMON COURT,2020
"I, Elizabeth Dorothy Craig, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Dr LIZ CRAIG,2020
"Ko ahau, ko Marama Mere-Ana Davidson, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Marama Mere-Ana Davidson, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",Hon MARAMA DAVIDSON,2020
"Ko ahau, ko Kelvin Davis, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Kelvin Davis, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",Hon KELVIN DAVIS,2020
"I, Jacqueline Isobel Dean, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon JACQUI DEAN,2020
"I, Matthew Maurice Doocey, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",MATT DOOCEY,2020
"Ko ahau, ko Tahere Paul Eagle, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Tahere Paul Eagle, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",PAUL EAGLE,2020
"Ko ahau, ko Barbara Rachael Fati Palepa Edmonds, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Barbara Rachael Fati Palepa Edmonds, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.] O a'u Barbara Rachael Fati Palepa Edmonds, ou te matu\u257  folafola ma ou tautino atu ma le faamaoni, o le a tuuina atu lo'u tagata atoa mo le tautuaina o le Afioga le Tupu Tamaitai Elisapeta le Lua, Ona suli ma o le a suitulaga ia te ia, e tusa ai ma le tulafono.",BARBARA EDMONDS,2020
"I, Kristopher John Faafoi, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon KRIS FAAFOI,2020
"Ko ahau, ko Julie Anne Genter, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke e ai ki te ture. [I, Julie Anne Genter, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",Hon JULIE ANNE GENTER,2020
"I, Golriz Ghahraman, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",GOLRIZ GHAHRAMAN,2020
"I, Paul Jonathan Goldsmith, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon PAUL GOLDSMITH,2020
"I, Nicola Anna Grigg, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",NICOLA GRIGG,2020
"Ko ahau, ko Shanan Kiritea Halbert, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Shanan Kiritea Halbert, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",SHANAN HALBERT,2020
"Ko ahau, ko Lorenza Emily Preston Henderson, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke e ai ki te ture. [I, Lorenza Emily Preston Henderson, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",Dr EMILY HENDERSON,2020
"Ko ahau, ko Peeni Ereatara Gladwyn Henare, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Peeni Ereatara Gladwyn Henare, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",Hon PEENI HENARE,2020
"I, Christopher John Hipkins, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",Hon CHRIS HIPKINS,2020
"Ko ahau, ko William Wakatere Jackson, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, William Wakatere Jackson, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",Hon WILLIE JACKSON,2020
"Ko ahau, ko Anahila Lose Kanongata'a-Suisuiki, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\'f5na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Anahila Lose Kanongata\'92a-Suisuiki, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.] Ko au, Anahila Lose Kanongata\'92a-Suisuiki, \'91oku ou fuakava, te u tauhi ma\'91u, mo hoko ko e mateaki mo\'91oni, ki he \'91Ene \'91Afi\'f3 Kuini \'91Ilisapesi ko Hono Ua, Hono ngaahi \'91e\'e1, mo hono kau fakahokohok\'f3, \'91o fakatatau ki he la\'f3. Ke peh\u275  \'91a e tokoni mai \'91a e \'91Otu\'e1.",ANAHILA KANONGATA'A-SUISUIKI,2020
"Ko ahau, ko Elizabeth Anne Kerekere, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Elizabeth Anne Kerekere, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",Dr ELIZABETH KEREKERE,2020
"I, Barbara Joan Kuriger, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",BARBARA KURIGER,2020
"Ko ahau, ko Ingrid Marieke Leary, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Ingrid Marieke Leary, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.] Gou, Ingrid Leary, f\'e4eag r\u275  ut ne gou la noh f\u363 mou ma aier ma kikia se S\u7681 u H\'e5n Gagaj ta Ilisapeti, \u699 on tore ma te\u699  ne iris ne la tohim, la fak ma ne af\u699 \'e5k \u699 e foho. Ko ne Gagaj \u699 \u7680 itu t\'e4 \u699 otou h\u7681 iasoaga.",INGRID LEARY,2020
"Ko ahau, ko Neru Asi Tuiataga Leavasa, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Neru Asi Tuiataga Leavasa, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.] O a\u699 u Neru Asi Tuiataga Leavasa, ou te matu\u257  folafola ma ou tautino atu ma le faamaoni, o le a tuuina atu lo\u699 u tagata atoa mo le tautuaina o le Afioga le Tupu Tamaitai Elisapeta le Lua, Ona suli ma \u275  o le a suitulaga ia te ia, e tusa ai ma le tulafono.",Dr ANAE NERU LEAVASA,2020
"I, Melissa Ji-Yun Lee, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God. \uc0\u51200 , \u47708 \u47532 \u49324  \u51060 \u51648 \u50672 \u51008  \u50648 \u47532 \u51088 \u48288 \u49828  2\u49464  \u50668 \u50773  \u54224 \u54616 \u50752  \u44536  \u54980 \u44228 \u51088 , \u54980 \u51076 \u51088 \u46308 \u50640 \u44172  \u48277 \u50640  \u46384 \u46972  \u52649 \u49457 \u51012  \u45796 \u54624  \u44163 \u51012  \u50628 \u49689 \u55176  \u47609 \u49464 \u54633 \u45768 \u45796 . \u49888 \u51060 \u50668  \u51200 \u47484  \u46020 \u50864 \u49548 \u49436 .",MELISSA LEE,2020
"Ko ahau, ko Stephanie Lewis Carr, e k\uc0\u299  ana i runga i te pono, i te tika, i te ng\u257 kau tapatahi me te whaka\u363  an\u333  ka noho pirihonga, ka noho p\u363 mau ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke e ai ki te ture. [I, Stephanie Lewis Carr, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.]",STEPH LEWIS,2020
"I, Andrew James Little, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon ANDREW LITTLE,2020
"I, Heather Janet Logie, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",JAN LOGIE,2020
"I, Anna Louise Lorck, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",ANNA LORCK,2020
"I, Maria Josina Elisabeth Lubeck, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God. Ik, Maria Josina Elisabeth Lubeck, zweer dat ik trouw en toegewijd zal zijn aan Hare Majesteit Koningin Elizabeth de Tweede, Haar erfgenamen en opvolgers, volgens de wet. Zo waarlijk helpe mij God Almachtig.",MARJA LUBECK,2020
"I, Christopher Luxon, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",CHRISTOPHER LUXON,2020
"Ko ahau, ko Jo-Anne Marie Luxton, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Jo-Anne Marie Luxton, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",JO LUXTON,2020
"Ko ahau, ko Nanaia Cybele Mahuta, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Nanaia Cybele Mahuta, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",Hon NANAIA MAHUTA,2020
"I, Trevor Colin Mallard, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",Rt Hon TREVOR MALLARD,2020
"I, Kieran Michael McAnulty, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",KIERAN McANULTY,2020
"I, Todd Michael McClay, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon TODD McCLAY,2020
"I, James Samuel McDowall, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God. \uc0\u26412 \u20154  James Samuel McDowall\u65292 \u30495 \u35488 \u30332 \u35475 \u65292 \u23450 \u30070 \u20381 \u25818 \u27861 \u24459 \u65292 \u23565 \u22899 \u30343 \u38491 \u19979 \u20234 \u40599 \u33678  \u30333 \u20108 \u19990 \u65292 \u21450 \u20854 \u32380 \u25215 \u21450 \u32380 \u20301 \u20154 \u25928 \u24544 \u65292 \u20006 \u26371 \u30433 \u24544 \u32887 \u23432 \u12290 \u39000 \u19978 \u24093 \u21161 \u25105  \u12290 ",Dr JAMES McDOWALL,2020
"I, Nicole Raima McKee, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",NICOLE McKEE,2020
"I, Ian Robert Flockhart McKelvie, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",IAN McKELVIE,2020
"I, Tracey Lee McLellan, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",Dr TRACEY McLELLAN,2020
"I, Ricardo Men\'e9ndez March, solemnly, sincerely, and truly declare and affirm that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law.",RICARDO MEN\'c9NDEZ MARCH,2020
"I, Mark Patrick Mitchell, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",Hon MARK MITCHELL,2020
"Ko ahau, ko Joseph Mooney, e oati ana ka noho p\uc0\u363 mau taku pono ki a Kuini Irih\u257 peti te Tuarua me t\u333 na k\u257 hui whakaheke, e ai ki te ture. Ko te Atua nei hoki taku pou. [I, Joseph Mooney, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law. So help me God.]",JOSEPH MOONEY,2020
"I, Todd Muller, swear that I will be faithful and bear true allegiance to Her Majesty Queen Elizabeth II, Her heirs and successors, according to law, so help me God.",TODD MULLER,2020
